'07330';44.683333;4.05
'07120';44.5;4.366667
'07460';44.366667;4.15
'07C04';44.85;4.116667
'07110';0;0
'07C01';44.633333;4.583333
'07150';44.35;4.316667
'07C03';44.616667;4.016667
'07C02';44.733333;4.25
'07230';44.4;4.266667
'07380';44.683333;4.3
'07470';44.8;3.966667
'07C04';44.8;4.133333
'07C01';44.633333;4.516667
'07260';44.55;4.1
'07C03';44.733333;4
'48C05';44.633333;3.9
'07C02';44.716667;4.2
'08300';49.5;4.333333
'08090';49.783333;4.783333
'08190';49.483333;4.166667
'08310';49.4;4.35
'08130';49.483333;4.483333
'08260';49.85;4.316667
'08290';49.783333;4.316667
'08150';49.783333;4.433333
'08270';49.55;4.5
'08380';49.85;4.266667
'08430';0;0
'08160';49.666667;4.733333
'08220';49.566667;4.116667
'08410';49.7;4.7
'08000';49.766667;4.716667
'08360';49.533333;4.25
'08460';49.666667;4.466667
'08440';49.766667;4.816667
'08700';49.783333;4.8
'08450';49.633333;4.833333
'08350';49.7;4.85
'08500';49.933333;4.683333
'08320';50.1;4.766667
'08120';49,85;4,77
'08230';49.883333;4.533333
'08600';50.1;4.808
'08800';49.883333;4.7
'08170';50.016667;4.733333
'08210';49.633333;5.066667
'08250';49.266667;5
'08400';49.266667;4.716667
'08390';49.583333;4.9
'08370';49.616667;5.283333
'08240';49.45;4.883333
'08200';49.683333;4.966667
'08140';49.666667;4.983333
'08110';49.616667;5.183333
'08330';49.733333;4.85
'09240';43.05;1.466667
'09310';42.766667;1.7
'09320';42.9;1.266667
'09400';42.816667;1.583333
'09800';42,88;0,94
'09250';42.8;1.733333
'09000';42.983333;1.633333
'09C01';42,72;2,07
'09120';43.066667;1.566667
'09C01';42.716667;1.866667
'09140';42.8;1.333333
'09220';42.766667;1.483333
'09300';42.9;1.933333
'09C01';42,59;1,8
'09330';42,93;1,63
'09340';43.083333;1.633333
'09600';43;1.883333
'09200';42,91;1,15
'09130';43.133333;1.433333
'09100';43.066667;1.733333
'09160';43.083333;1.083333
'09190';43.066667;1.133333
'09230';43.083333;1.1
'09500';43.083333;1.833333
'09700';43.2;1.516667
'09290';43.083333;1.266667
'09350';43.116667;1.333333
'09420';43;1.35
'09210';43.283333;1.35
'09270';43,25;1,68
'10200';48.25;4.683333
'10700';48.583333;4.116667
'10140';48.3;4.516667
'10330';48.55;4.6
'10220';48.35;4.2
'10150';48.433333;4.116667
'10240';48.466667;4.4
'10310';48.2;4.783333
'10110';48.133333;4.516667
'10500';48.45;4.45
'10360';48.05;4.666667
'10230';48.666667;4.216667
'10600';48.383333;4.016667
'10410';48.3;4.116667
'10000';48.3;4.083333
'10160';48.216667;3.733333
'10340';48.05;4.283333
'10320';48.183333;4.066667
'10130';48.1;3.916667
'10210';47.983333;4.2
'10190';48.216667;3.883333
'10270';48.316667;4.183333
'10800';48.25;4.1
'10260';48.166667;4.25
'10390';48.2;4.2
'10250';48.016667;4.45
'10120';48.233333;3.983333
'10430';48.266667;4.066667
'10400';48.416667;3.566667
'10290';48.383333;3.65
'10170';0;0
'10380';48.583333;3.916667
'10510';48.5;3.85
'10100';48.516667;3.633333
'10350';48.383333;3.833333
'10280';48.416667;3.9
'10440';48.283333;4.033333
'10420';48.3;4.033333
'10300';48.3;3.916667
'10370';0;0
'11800';0;0
'11330';42.95;2.483333
'11220';0;0
'11700';43.283333;2.666667
'11600';0;0
'11C02';42.983333;2.45
'11160';43.366667;2.466667
'11000';43.216667;2.35
'11C04';43.383333;2.3
'11570';43.166667;2.333333
'11250';43.166667;2.3
'11C04';43.383333;2.416667
'11610';43.25;2.333333
'11350';42.883333;2.5
'11620';43.25;2.366667
'11360';43;2.733333
'11120';43.316667;2.916667
'11200';0;0
'11110';43.183333;3.1
'11100';0;0
'11510';42.933333;2.983333
'11590';43.25;3
'11560';43.22838;3.135
'11430';43.1;3.083333
'11480';0;0
'11370';42.916667;3.033333
'11C01';43.083333;2.966667
'11C01';0;0
'11210';43.016667;3.05
'11C05';43;2.95
'11C05';43.033333;2.983333
'11320';43.366667;1.866667
'11300';43.05;2.15
'11240';43.116667;2.1
'11290';43.183333;2.25
'11C02';43;2.266667
'11170';43.266667;2.183333
'11140';42.8;2.216667
'11410';43.333333;1.833333
'11340';42.816667;1.966667
'11420';43.2;1.75
'11500';42.85;2.2
'11150';43.25;2.116667
'11270';43.166667;2.066667
'11260';42.916667;2.2
'11400';43.316667;1.95
'11230';43.066667;1.95
'11310';43,37;2,25
'12210';44.75;2.85
'12130';44.533333;2.983333
'12510';44.4;2.45
'12310';44.383333;2.783333
'12500';44.533333;2.7
'12340';44.466667;2.716667
'12600';44.833333;2.683333
'12140';44.683333;2.616667
'12C04';44.583333;2.6
'12420';44.833333;2.816667
'12330';44.416667;2.416667
'12470';44.616667;2.866667
'12C04';44.55;2.733333
'12460';44.7;2.783333
'12740';44.366667;2.666667
'12000';44.35;2.583333
'12450';44.316667;2.533333
'12630';44.4;2.75
'12850';44.383333;2.533333
'12320';44.533333;2.5
'12300';0;0
'12260';44.516667;1.95
'12390';44.416667;2.216667
'12700';44,55;2,15
'12110';44.533333;2.25
'12160';44,28;2,43
'12270';44.2;2.083333
'12350';44.383333;2.133333
'12800';44.183333;2.3
'12240';0;0
'12120';44.166667;2.416667
'12220';44.516667;2.183333
'12200';44.333333;2.15
'12440';44.216667;2.2
'12170';44.133333;2.366667
'12520';44.15;3.1
'12430';44.133333;2.683333
'12360';43.733333;2.933333
'12290';44.316667;2.8
'12380';43.9;2.583333
'12370';43.816667;2.766667
'12550';43.983333;2.566667
'12480';44;2.7
'12150';44.366667;2.966667
'12400';43.95;2.75
'12560';44,42;3,09
'12C03';44.133333;2.933333
'12100';44.083333;2.966667
'12C01';43.9;3.166667
'12410';44.2;2.85
'12490';44;3.05
'12230';44;3.166667
'12C02';44.183333;3.133333
'12C02';44.2;3.183333
'12C01';43.983333;2.983333
'12C03';44.216667;2.983333
'13400';43.283333;5.566667
'13470';0;0
'13260';43.216667;5.533333
'13600';43.216667;5.633333
'13780';43.283333;5.7
'13420';43.3;5.633333
'13821';43.283333;5.516667
'13830';43.25;5.616667
'13190';43.333333;5.483333
'13390';43.383333;5.633333
'13720';43.416667;5.583333
'13320';43.45;5.416667
'13480';43.433333;5.383333
'13950';43.383333;5.55
'13120';43.45;5.466667
'13850';43.433333;5.55
'13112';43.366667;5.6
'13170';43.408333;5.316667
'13105';43.416667;5.5
'13124';43.383333;5.583333
'13380';43.35;5.466667
'13360';43.35;5.6
'13119';43.4;5.533333
'13240';43.4;5.366667
'13109';43.416667;5.433333
'13100';43.533333;5.433333
'13250';43.566667;5.066667
'13111';43.55;5.25
'13510';43.566667;5.366667
'13450';43.6;5.066667
'13580';43.55;5.183333
'13680';43.583333;5.133333
'13590';43.483333;5.5
'13300';43.633333;5.1
'13880';43.516667;5.266667
'13122';43.533333;5.3
'13130';43.466667;5.183333
'13620';43.333333;5.15
'13220';43.383333;5.166667
'13820';43.35;5.2
'13180';43.391667;5.233333
'13740';43.366667;5.25
'13700';43.416667;5.216667
'13340';43.483333;5.233333
'13730';43.416667;5.233333
'13960';43.333333;5.116667
'13127';43.466667;5.25
'13270';43.433333;4.95
'13800';43.516667;4.983333
'13500';43.4;5.05
'13110';43.4;4.983333
'13920';43.45;5.016667
'13100';43.5;5.55
'13790';43.483333;5.566667
'13710';43.45;5.566667
'13C01';43.633333;5.633333
'13610';43.666667;5.433333
'13650';43.633333;5.533333
'13C02';43.65;5.583333
'13114';43.516667;5.683333
'13C01';43.683333;5.7
'13530';43.45;5.683333
'13C02';43.55;5.6
'13770';43.6;5.483333
'13980';43.7;5.166667
'13930';43.7;4.95
'13C03';43.666667;5.15
'13570';43.9;4.75
'13440';43.866667;4.95
'13350';43.716667;5.25
'13160';43.883333;4.85
'13810';43.75;4.95
'13430';43.7;5.033333
'13630';43.833333;4.833333
'13690';43.85;4.766667
'13330';43.633333;5.183333
'13113';43.7;5.083333
'13410';43.65;5.266667
'13640';43.716667;5.316667
'13520';43.75;4.8
'13910';43.833333;4.783333
'13370';43.733333;5.183333
'13940';43.8;4.95
'13890';43.683333;4.866667
'13550';43.866667;4.9
'13660';43.783333;5.033333
'13750';43.8;5
'13840';43.666667;5.35
'13870';43.9;4.8
'13670';43.833333;4.95
'13760';43.616667;5.3
'13210';43.783333;4.833333
'13560';43.75;5.083333
'13C03';43.683333;5.166667
'13200';43.666667;4.633333
'13150';43.866667;4.683333
'13990';43.316667;5.483333
'13103';43,79;4,76
'13140';43.583333;5
'13230';43.383333;4.8
'13460';43.45;4.425
'13310';43.633333;4.816667
'14250';49.2;-0.6
'14280';49.2;-0.433333
'14740';0;0
'14760';49.166667;-0.416667
'14000';49.183333;-0.35
'14650';49.183333;-0.45
'14210';49.166667;-0.516667
'14123';49.15;-0.383333
'14111';49.166667;-0.383333
'14790';49.15;-0.483333
'14980';49.216667;-0.466667
'14370';49.133333;-0.166667
'14940';49.183333;-0.216667
'14630';49.15;-0.25
'14840';49.183333;-0.266667
'14610';49.216667;-0.366667
'14730';49.183333;-0.283333
'14200';49.2;-0.316667
'14670';49.166667;-0.15
'14120';49.166667;-0.316667
'14700';48.916667;-0.216667
'14140';49.05;0.25
'14220';49.016667;-0.35
'14620';48.933333;-0.033333
'14170';48.966667;-0.083333
'14270';0;0
'14420';0;0
'14190';49.016667;-0.266667
'14680';49.05;-0.333333
'14290';49.016667;0.333333
'14340';49.116667;0.016667
'14690';48.866667;-0.35
'14100';49.1;0.183333
'14C03';49.4;0.3
'14860';49.25;-0.233333
'14430';49.25;-0.033333
'14640';49.316667;-0.033333
'14950';49.283333;0.116667
'14910';49.35;0.033333
'14130';49.233333;0.283333
'14800';49.333333;0.116667
'14160';49.25;-0.1
'14390';49.283333;0.133333
'14460';49.2;-0.3
'14C03';49.4;0.15
'14850';49.216667;-0.25
'14590';49.166667;0.366667
'14C02';49.266667;-0.183333
'14510';49.283333;-0.033333
'14C02';49.266667;-0.233333
'14360';49.366667;0.083333
'14400';49.25;-0.766667
'14710';49.316667;-0.916667
'14480';49.3;-0.483333
'14240';49.1;-0.7
'14C01';49.333333;-0.616667
'14C01';49.333333;-0.583333
'14490';49.183333;-0.833333
'14970';49.25;-0.283333
'14440';49.283333;-0.433333
'14990';49.333333;-0.416667
'14112';0;0
'14550';49.233333;-0.3
'14230';49.333333;-0.983333
'14330';49.233333;-1
'14880';49.283333;-0.3
'14520';49.333333;-0.733333
'14470';49.333333;-0.45
'14450';49.383333;-1
'14830';49.316667;-0.366667
'14780';49.3;-0.316667
'14530';49.3;-0.35
'14920';49.25;-0.366667
'14150';49.283333;-0.25
'14750';49.333333;-0.4
'14114';49.333333;-0.533333
'14310';49.083333;-0.716667
'14260';49.016667;-0.633333
'14350';0;0
'14380';48.9;-0.983333
'14410';48.816667;-0.733333
'14540';49.116667;-0.3
'14500';48.883333;-0.916667
'14770';48.95;-0.566667
'14570';48.916667;-0.483333
'14320';49.083333;-0.4
'14110';48.85;-0.55
'14930';49.15;-0.433333
'15150';45.05;2.233333
'15130';44.9;2.466667
'15000';44.916667;2.45
'15250';44.983333;2.333333
'15800';44.916667;2.633333
'15140';45.1;2.35
'15600';0;0
'15340';44.716667;2.366667
'15290';44.833333;2.233333
'15310';0;0
'15120';44.7;2.466667
'15590';45.016667;2.583333
'15220';44.783333;2.35
'15300';45.1;2.883333
'15160';45.233333;2.933333
'15100';44.95;3.1
'15700';0;0
'15380';45.216667;2.45
'15110';44.833333;3.066667
'15240';45.366667;2.55
'15400';45.266667;2.7
'15200';45.3;2.333333
'15500';45.266667;3.133333
'15270';0;0
'15C01';44.966667;2.816667
'15170';45.116667;2.966667
'15320';44.95;3.233333
'15350';45.35;2.4
'15190';45.383333;2.833333
'15C01';44.983333;2.933333
'15260';44.933333;3.05
'43450';45.316667;3.083333
'15210';45.383333;2.466667
'16190';45.45;0.15
'16000';45.65;0.15
'16390';45.266667;0.166667
'16250';45.5;-0.016667
'16C02';45.3;-0.016667
'16320';0;0
'16380';45.533333;0.416667
'16440';45.55;0.05
'16410';45.55;0.283333
'16220';45.683333;0.566667
'16730';45.666667;0.1
'16400';45.616667;0.1
'16C02';45.333333;0.083333
'16470';45.65;0.1
'16300';45.55;-0.216667
'16130';45.6;-0.3
'16120';45.633333;-0.066667
'16360';45.383333;-0.233333
'16480';0;0
'16200';45.666667;-0.233333
'16100';45.716667;-0.3
'16370';45.8;-0.266667
'16720';45.65;-0.15
'16500';46.1;0.7
'16140';45.9;0.016667
'16490';46.033333;0.516667
'16560';0;0
'16170';45.833333;-0.1
'16290';45.716667;0.05
'16460';45.916667;0.25
'16C01';46;0.216667
'16450';45.933333;0.383333
'16350';46.033333;0.45
'16240';46;0.033333
'16420';45.95308;0.85879
'16260';45.9;0.383333
'16230';45.866667;0.15
'16150';45.866667;0.716667
'16330';0;0
'16270';45.85;0.566667
'16570';45.733333;0.083333
'16C01';45.983333;0.233333
'16430';45.716667;0.116667
'16110';45.783333;0.333333
'16590';0;0
'16310';45.8;0.55
'16160';0;0
'16340';45.666667;0.2
'16600';45.666667;0.233333
'16710';45.683333;0.116667
'16800';45.65;0.2
'17C01';46.208333;-1.516667
'17139';46.183333;-1.066667
'17137';46.25;-1.083333
'17C02';46.2;-1.4
'17630';46.183333;-1.333333
'17140';46.183333;-1.133333
'17000';46.166667;-1.15
'17580';46.183333;-1.383333
'17C01';0;0
'17C02';46.2235;-1.43794
'17180';46.15;-1.083333
'17138';46.183333;-1.1
'17940';46.166667;-1.266667
'17740';46.15;-1.3
'17410';46.2;-1.366667
'17290';46.116667;-0.933333
'17540';46.183333;-0.908333
'17230';46.25;-1.033333
'17690';0;0
'17440';46.133333;-1.1
'17170';46.2;-0.816667
'17220';46.166667;-1.016667
'17700';46.05;-0.683333
'17870';45.983333;-0.966667
'17340';46.066667;-1.083333
'17C03';45.983333;-1.1
'17C03';46.016667;-1.175
'17300';45.933333;-0.983333
'17350';45.85;-0.616667
'17380';46.016667;-0.716667
'17400';0;0
'17770';45.85;-0.4
'17470';0;0
'17160';45.883333;-0.316667
'17490';45.916667;-0.166667
'17330';0;0
'17430';45.9;-0.8
'17100';0;0
'17610';45.716667;-0.55
'17460';45.683333;-0.666667
'17510';45.95;-0.116667
'17810';45.783333;-0.666667
'17500';45.383333;-0.466667
'17150';45.383333;-0.483333
'17120';0;0
'17520';45.516667;-0.3
'17800';45.55;-0.5
'17210';45.166667;-0.3
'17240';45.483333;-0.6
'17270';45.283333;-0.116667
'17360';45.2;-0.066667
'17130';45.316667;-0.466667
'17260';45.6;-0.7
'17132';45.566667;-0.95
'17200';45.633333;-1.033333
'17110';45.6;-1
'17530';45.733333;-1.133333
'17600';45.733333;-0.833333
'17620';45.866667;-0.983333
'17250';45.866667;-0.833333
'17560';0;0
'17C05';45.7;-1.05
'17890';45.733333;-1.05
'17550';0;0
'17750';45.733333;-1.1
'17320';45.85;-1.066667
'17C04';46.016667;-1.35
'17390';45.766667;-1.133333
'17480';45.9;-1.2
'17370';0;0
'17570';45.716667;-1.15
'17780';45.9;-1.033333
'17C05';45.716667;-1.033333
'17730';0;0
'17C04';46.033333;-1.383333
'17190';45.983333;-1.333333
'17420';45.633333;-1.083333
'17310';45.95;-1.316667
'17640';45.65;-1.033333
'18250';47.283333;2.466667
'18110';47.216667;2.316667
'18410';47.55;2.45
'18260';47.433333;2.75
'18700';47.483333;2.433333
'18220';47.216667;2.583333
'18300';47.383333;2.883333
'18240';0;0
'18000';47.083333;2.4
'18380';47.433333;2.383333
'18510';47.233333;2.5
'18390';47.1;2.483333
'18500';47.166667;2.233333
'18120';47.15;2.133333
'18290';46.983333;2.133333
'18310';47.183333;1.95
'18570';47.066667;2.316667
'18400';46.933333;2.266667
'18100';47.233333;1.983333
'18330';47.35;2.2
'18230';47.1;2.35
'18200';46.666667;2.55
'18340';46.95;2.55
'18150';0;0
'18170';46.65;2.366667
