01340
01270
01370
01250
01000
01310
01240
01560
01160
01851
01960
01660
01440
01500
01100
01360
01130
01150
01450
01800
01640
01460
01430
01120
01590
01580
01300
01350
01110
01230
01510
01200
01260
01470
01170
01630
01410
01420
01550
01220
01210
01680
01280
01710
01330
01190
01480
01570
01380
01990
01290
01700
01320
01400
01390
01090
01140
01600
01540
02800
02190
02820
02320
02360
02860
02270
02840
02000
02380
02160
02340
02870
02350
02140
02700
02150
02410
2AC14
2AC14
2AC14
2AC13
2AC14
2AC14
2AC14
2AC14
2AC14
2AC12
2AC12
2AC14
2AC12
2AC13
2AC12
2AC12
2AC12
2AC14
2AC14
2BC03
2BC01
2BC02
2BC02
2BC02
2BC01
2BC01
2BC01
2BC01
2BC02
2BC05
2BC01
2BC02
2BC03
2BC01
2BC01
2BC03
2BC01
02240
02480
02490
02420
02590
02110
02440
02680
02690
02100
02520
02760
02430
02720
02610
02C01
02C01
2AC14
2AC16
2AC17
2AC15
2AC16
2AC15
2AC14
2AC18
2AC19
2AC15
2AC16
2AC16
2AC14
2AC15
2AC15
2AC19
2AC15
2AC14
2AC15
2AC19
2AC17
2AC15
2AC15
2AC19
2AC16
2AC19
2AC17
2AC19
2AC14
2AC16
2BC11
2AC16
2AC16
2AC19
2AC15
2AC15
2AC19
2BC10
2BC05
2BC08
2BC08
2BC04
2BC08
2BC10
2BC05
2BC04
2BC04
2BC02
2BC05
2BC07
2BC07
2BC06
2BC10
2BC06
2BC06
2BC08
2BC06
2BC08
2BC09
2BC11
2BC09
2BC07
2BC11
2BC11
2BC04
2BC08
2BC08
2BC08
2BC04
02500
02120
02250
02580
02170
02450
02620
02260
02510
02230
02630
02390
02550
02830
02300
02290
02200
02670
02880
02600
02370
02130
02210
02330
02220
02400
02850
02310
02810
02570
02650
02470
02540
02460
03460
03000
03130
03230
03340
03510
03220
03470
03290
03400
03380
03420
03370
03170
03600
03630
03410
03310
03100
03190
03210
03360
03140
03500
03390
03800
03330
03260
03150
03160
03440
03350
03320
03450
03430
03240
03200
03120
03250
03700
03300
03110
03270
42620
04510
04170
04C02
04240
04420
04200
04C06
04330
04C02
04270
04210
04120
04320
04C06
04160
04000
04700
04C05
04800
06260
04190
04350
04500
04C05
04C03
04C03
04290
04C04
04140
04150
04C07
04250
04C04
05110
04220
04230
04300
04C01
04C07
04C01
04100
05130
04860
05160
04C04
04180
04130
05C06
05300
05140
05230
05190
05150
05400
05700
05000
26C04
05C03
05C03
05C07
05C03
05800
05C02
05C06
05100
05C05
05310
05C02
05C01
05120
05C01
05C01
05C07
05C04
05C04
05330
05C05
05C01
06000
06950
06340
06730
06310
06240
06440
06540
06320
06500
06360
06430
06380
06190
06230
06790
06420
06450
06390
06470
06830
06670
06910
06710
06660
06690
06510
06800
06620
06140
06480
06610
06640
06700
06570
06270
06600
06410
06460
06740
